CASRN,LD50_avg,Toxic_avg-0,Toxic_avg-1,EPA_avg-1,EPA_avg-2,EPA_avg-3,EPA_avg-4,Toxic,EPA_Category,Toxic_zones,EPA_zones,Integrated_zones,model,logLD50_mmolkg,Toxic(Exp),EPA_category(Exp)
1869-24-5,0.68,0.399,0.601,0.023,0.21,0.628,0.139,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,
23328-71-4,0.631,0.442,0.558,0.012,0.194,0.628,0.166,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,,1.0,
34432-92-3,0.578,0.467,0.533,0.019,0.171,0.634,0.175,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,,1.0,
36177-92-1,0.553,0.185,0.815,0.01,0.186,0.775,0.028,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,
67989-88-2,1.383,0.943,0.057,0.01,0.015,0.491,0.484,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,,1.0,
74462-02-5,0.917,0.833,0.167,0.004,0.039,0.73,0.228,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,
106-70-7,1.73,0.95,0.05,0.011,0.02,0.118,0.851,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
1119-40-0,1.625,0.926,0.074,0.004,0.022,0.214,0.761,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
126833-17-8,0.399,0.386,0.614,0.027,0.242,0.522,0.209,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
141-10-6,1.445,0.956,0.044,0.003,0.006,0.194,0.797,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
177406-68-7,0.336,0.498,0.502,0.044,0.176,0.557,0.224,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,,0.0,
25155-25-3,1.177,0.885,0.115,0.003,0.018,0.717,0.262,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
51410-72-1,0.806,0.383,0.617,0.011,0.158,0.747,0.084,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
6358-31-2,0.862,0.936,0.064,0.004,0.014,0.506,0.476,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
693-36-7,1.309,0.953,0.047,0.003,0.009,0.206,0.782,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
79-94-7,0.663,0.814,0.186,0.024,0.053,0.484,0.44,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,,0.0,
840-65-3,1.094,0.82,0.18,0.005,0.036,0.746,0.213,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,
2032-59-9,-0.966,0.024,0.976,0.733,0.256,0.008,0.003,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,1.0
591-22-0,0.526,0.052,0.948,0.026,0.559,0.407,0.009,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,2.0
16506-27-7,-0.303,0.024,0.976,0.062,0.874,0.059,0.005,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,2.0
514-73-8,0.627,0.645,0.355,0.026,0.079,0.551,0.343,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,2.0
7327-60-8,0.335,0.182,0.818,0.09,0.481,0.346,0.083,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Hierarchical Models,,1.0,2.0
26364-65-8,0.114,0.04,0.96,0.133,0.654,0.197,0.016,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,2.0
63141-09-3,0.646,0.181,0.819,0.043,0.312,0.605,0.039,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,2.0
33229-34-4,0.503,0.543,0.457,0.072,0.13,0.47,0.328,Nontoxic,EPA 3,InZone,InZone,InZone,Hierarchical Models,,,3.0
106092-09-5,0.421,0.182,0.818,0.055,0.327,0.548,0.071,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,3.0
14044-65-6,1.189,0.296,0.704,0.004,0.115,0.829,0.052,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,3.0
3775-90-4,1.099,0.636,0.364,0.007,0.124,0.644,0.224,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,1.0,3.0
110-27-0,1.586,0.948,0.052,0.01,0.009,0.493,0.489,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,,0.0,3.0
127-06-0,0.886,0.181,0.819,0.024,0.249,0.679,0.048,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,3.0
21331-43-1,0.803,0.553,0.447,0.02,0.159,0.64,0.181,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,,0.0,3.0
78-79-5,1.015,0.399,0.601,0.02,0.243,0.558,0.18,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,3.0
107-35-7,1.515,0.895,0.105,0.006,0.028,0.487,0.479,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,,0.0,4.0
124-18-5,1.746,0.967,0.033,0.007,0.003,0.065,0.924,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
41096-46-2,1.59,0.958,0.042,0.011,0.004,0.151,0.834,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
56-86-0,1.679,0.925,0.075,0.003,0.01,0.261,0.726,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
689-67-8,1.524,0.965,0.035,0.003,0.005,0.153,0.839,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
8001-78-3,1.327,0.95,0.05,0.003,0.008,0.251,0.738,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
94-13-3,1.155,0.755,0.245,0.003,0.017,0.902,0.077,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,,0.0,4.0
107-49-3,-1.476,0.05,0.95,0.855,0.108,0.034,0.004,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-2.764,1.0,1.0
3691-35-8,-1.425,0.128,0.872,0.723,0.185,0.071,0.021,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-2.252,1.0,1.0
534-52-1,-1.033,0.032,0.968,0.757,0.23,0.01,0.003,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-1.452,1.0,1.0
950-10-7,-1.39,0.028,0.972,0.855,0.135,0.008,0.003,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-1.481,1.0,1.0
470-90-6,-1.049,0.03,0.97,0.713,0.264,0.019,0.004,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-1.571,1.0,1.0
56-72-4,-1.107,0.019,0.981,0.711,0.258,0.026,0.004,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-1.446,1.0,1.0
25311-71-1,-0.507,0.1,0.9,0.385,0.377,0.213,0.024,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Hierarchical Models,-1.214,1.0,1.0
3333-52-6,0.189,0.088,0.912,0.049,0.632,0.297,0.021,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.703,1.0,1.0
60-34-4,0.101,0.026,0.974,0.05,0.87,0.076,0.005,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.158,1.0,1.0
95-57-8,0.321,0.043,0.957,0.059,0.631,0.3,0.01,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.507,1.0,1.0
78-82-0,0.503,0.187,0.813,0.122,0.491,0.355,0.033,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.141,1.0,1.0
124-63-0,0.128,0.061,0.939,0.164,0.63,0.187,0.02,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.36,1.0,1.0
485-31-4,-0.31,0.076,0.924,0.118,0.639,0.195,0.048,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.745,1.0,2.0
107-96-0,0.304,0.134,0.866,0.225,0.491,0.256,0.028,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.227,1.0,2.0
68-11-1,-0.325,0.058,0.942,0.519,0.38,0.088,0.013,Toxic,EPA 1,OutZone,OutZone,OutZone,Hierarchical Models,-0.101,1.0,2.0
2365-48-2,0.104,0.046,0.954,0.195,0.645,0.151,0.009,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.102,1.0,2.0
102-36-3,0.916,0.646,0.354,0.017,0.07,0.588,0.326,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,-0.315,1.0,2.0
50-18-0,-0.318,0.028,0.972,0.083,0.813,0.1,0.004,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.417,1.0,2.0
107-11-9,0.346,0.021,0.979,0.046,0.881,0.069,0.004,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.252,1.0,2.0
303-34-4,0.18,0.378,0.622,0.115,0.246,0.484,0.155,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.573,1.0,2.0
76-74-4,-0.381,0.025,0.975,0.063,0.859,0.075,0.004,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.283,1.0,2.0
116-01-8,-0.118,0.046,0.954,0.134,0.639,0.199,0.028,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.289,1.0,2.0
104-12-1,0.799,0.41,0.59,0.009,0.137,0.73,0.124,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,-0.046,1.0,2.0
135410-20-7,0.117,0.075,0.925,0.088,0.562,0.337,0.013,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.183,1.0,2.0
13457-18-6,-0.81,0.065,0.935,0.488,0.407,0.094,0.011,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.393,1.0,2.0
124-64-1,0.989,0.671,0.329,0.021,0.105,0.489,0.385,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.016,1.0,2.0
10222-01-2,0.294,0.16,0.84,0.054,0.441,0.464,0.041,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.133,1.0,2.0
106-44-5,0.572,0.113,0.887,0.034,0.433,0.519,0.014,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.282,1.0,2.0
2540-82-1,-0.163,0.05,0.95,0.123,0.654,0.202,0.021,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.072,1.0,2.0
58-55-9,0.606,0.14,0.86,0.012,0.203,0.738,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.097,1.0,2.0
134098-61-6,0.666,0.558,0.442,0.02,0.101,0.608,0.271,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,-0.236,1.0,2.0
77-48-5,0.411,0.118,0.882,0.03,0.435,0.512,0.023,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,-0.058,1.0,2.0
69409-94-5,-0.059,0.391,0.609,0.03,0.357,0.389,0.225,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,-0.285,1.0,2.0
2463-84-5,-0.217,0.06,0.94,0.193,0.651,0.146,0.01,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,-0.02,1.0,2.0
93-76-5,0.508,0.134,0.866,0.009,0.245,0.7,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.07,1.0,2.0
77-47-4,0.33,0.171,0.829,0.045,0.465,0.448,0.042,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Hierarchical Models,0.063,1.0,2.0
554-84-7,0.418,0.061,0.939,0.058,0.576,0.353,0.012,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.373,1.0,2.0
103-69-5,0.793,0.111,0.889,0.012,0.194,0.769,0.024,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.44,1.0,2.0
3688-53-7,0.646,0.398,0.602,0.015,0.161,0.686,0.138,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.137,1.0,2.0
109-73-9,0.645,0.062,0.938,0.038,0.567,0.38,0.016,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.699,1.0,2.0
94-11-1,0.334,0.12,0.88,0.017,0.433,0.513,0.037,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.154,1.0,2.0
142-59-6,0.236,0.082,0.918,0.118,0.421,0.423,0.038,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.269,1.0,2.0
76-03-9,1.165,0.695,0.305,0.009,0.074,0.696,0.221,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.389,1.0,2.0
50679-08-8,0.289,0.464,0.536,0.04,0.105,0.69,0.164,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,-0.032,1.0,2.0
628-96-6,0.192,0.04,0.96,0.076,0.6,0.316,0.008,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.481,1.0,2.0
54041-17-7,0.6,0.45,0.55,0.028,0.145,0.667,0.16,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.351,1.0,2.0
136-78-7,0.67,0.349,0.651,0.012,0.156,0.724,0.108,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.223,1.0,2.0
1762-95-4,0.282,0.066,0.934,0.136,0.684,0.159,0.022,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.927,1.0,2.0
35691-65-7,0.302,0.157,0.843,0.058,0.418,0.478,0.046,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.287,1.0,3.0
90-05-1,0.827,0.175,0.825,0.004,0.179,0.783,0.033,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.622,1.0,3.0
818-61-1,0.564,0.161,0.839,0.027,0.531,0.399,0.043,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,0.674,1.0,3.0
115-32-2,0.307,0.276,0.724,0.044,0.378,0.483,0.095,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.191,1.0,3.0
119168-77-3,0.512,0.341,0.659,0.017,0.143,0.767,0.073,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.251,1.0,3.0
93-72-1,0.528,0.217,0.783,0.011,0.221,0.722,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.382,1.0,3.0
99-56-9,1.132,0.658,0.342,0.002,0.041,0.852,0.106,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.648,1.0,3.0
693-21-0,0.521,0.127,0.873,0.02,0.364,0.586,0.029,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.584,1.0,3.0
85-98-3,0.807,0.414,0.586,0.01,0.092,0.803,0.096,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.464,1.0,3.0
93-15-2,1.089,0.637,0.363,0.002,0.026,0.889,0.082,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.658,1.0,3.0
1929-73-3,0.26,0.077,0.923,0.018,0.465,0.493,0.024,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.413,1.0,3.0
158062-67-0,0.455,0.285,0.715,0.027,0.239,0.64,0.095,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.586,1.0,3.0
75-98-9,1.144,0.538,0.462,0.008,0.099,0.719,0.174,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.945,1.0,3.0
87-59-2,0.78,0.095,0.905,0.003,0.105,0.862,0.03,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.885,1.0,3.0
636-21-5,0.72,0.091,0.909,0.017,0.35,0.613,0.02,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.943,1.0,3.0
57-63-6,0.988,0.91,0.09,0.008,0.015,0.285,0.692,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,0.51,1.0,3.0
124-30-1,0.862,0.618,0.382,0.006,0.066,0.777,0.151,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.569,1.0,3.0
5417-35-6,1.202,0.744,0.256,0.007,0.075,0.666,0.251,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.847,1.0,3.0
88-12-0,0.774,0.246,0.754,0.031,0.299,0.632,0.039,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.964,1.0,3.0
40487-42-1,0.458,0.563,0.437,0.053,0.141,0.548,0.257,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.572,1.0,3.0
111-40-0,1.061,0.421,0.579,0.015,0.179,0.734,0.072,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.02,1.0,3.0
2439-01-2,0.723,0.386,0.614,0.022,0.126,0.679,0.173,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.672,1.0,3.0
389-08-2,0.64,0.304,0.696,0.032,0.218,0.673,0.078,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.699,1.0,3.0
2782-57-2,0.807,0.138,0.862,0.008,0.104,0.856,0.032,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.773,1.0,3.0
1929-77-7,0.731,0.142,0.858,0.005,0.114,0.844,0.037,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.771,1.0,3.0
101-21-3,0.768,0.455,0.545,0.017,0.104,0.78,0.098,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.749,1.0,3.0
25307-17-9,0.922,0.693,0.307,0.005,0.088,0.633,0.273,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.549,1.0,3.0
562-74-3,1.228,0.856,0.144,0.006,0.052,0.591,0.351,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.926,1.0,3.0
99129-21-2,0.661,0.448,0.552,0.022,0.087,0.752,0.139,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.577,1.0,3.0
845-52-3,0.689,0.388,0.612,0.024,0.064,0.776,0.135,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.667,1.0,3.0
67306-00-7,0.566,0.265,0.735,0.014,0.146,0.795,0.045,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.724,1.0,3.0
29911-27-1,1.26,0.885,0.115,0.012,0.016,0.756,0.216,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.93,1.0,3.0
614-39-1,0.808,0.159,0.841,0.005,0.074,0.892,0.03,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.807,1.0,3.0
107-87-9,1.392,0.841,0.159,0.003,0.04,0.77,0.186,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.269,1.0,3.0
78-96-6,1.452,0.565,0.435,0.011,0.143,0.668,0.178,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.359,1.0,3.0
62037-80-3,0.525,0.318,0.682,0.039,0.295,0.532,0.134,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.724,1.0,3.0
93-75-4,0.375,0.212,0.788,0.041,0.384,0.482,0.092,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Hierarchical Models,0.882,1.0,3.0
31512-74-0,0.663,0.276,0.724,0.017,0.171,0.77,0.042,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.957,1.0,3.0
584-08-7,1.454,0.479,0.521,0.024,0.189,0.513,0.274,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.479,1.0,3.0
611-70-1,1.17,0.66,0.34,0.003,0.032,0.876,0.089,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.118,1.0,3.0
111-88-6,1.221,0.726,0.274,0.006,0.067,0.568,0.359,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.136,0.0,3.0
814-94-8,1.798,0.897,0.103,0.006,0.024,0.314,0.656,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.347,0.0,3.0
108-10-1,1.346,0.817,0.183,0.003,0.049,0.815,0.132,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.317,0.0,3.0
83-41-0,0.957,0.317,0.683,0.003,0.148,0.779,0.07,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.145,0.0,3.0
104-68-7,0.961,0.564,0.436,0.002,0.034,0.892,0.072,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.07,0.0,3.0
122-98-5,1.105,0.549,0.451,0.006,0.055,0.843,0.095,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.211,0.0,3.0
40596-69-8,1.38,0.967,0.033,0.003,0.006,0.165,0.826,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,0.874,0.0,3.0
56-75-7,0.925,0.778,0.222,0.019,0.039,0.509,0.434,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.889,0.0,3.0
54-31-9,1.106,0.915,0.085,0.005,0.01,0.281,0.703,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,0.895,0.0,3.0
133-07-3,0.944,0.763,0.237,0.018,0.061,0.644,0.278,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.949,0.0,3.0
109-65-9,0.934,0.571,0.429,0.014,0.074,0.786,0.125,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.304,0.0,3.0
23386-52-9,0.998,0.742,0.258,0.006,0.041,0.611,0.342,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.893,0.0,3.0
108-05-4,0.9,0.279,0.721,0.029,0.363,0.521,0.086,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.527,0.0,3.0
5281-13-0,1.04,0.857,0.143,0.003,0.047,0.591,0.359,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.809,0.0,3.0
29091-05-2,0.632,0.408,0.592,0.029,0.192,0.542,0.237,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,0.969,0.0,3.0
142-62-1,1.429,0.884,0.116,0.011,0.028,0.522,0.439,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.412,0.0,3.0
868-85-9,1.114,0.401,0.599,0.03,0.225,0.596,0.148,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.441,0.0,3.0
3634-83-1,1.155,0.723,0.277,0.003,0.037,0.779,0.181,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.231,0.0,3.0
5435-64-3,1.341,0.873,0.127,0.003,0.027,0.715,0.256,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.358,0.0,3.0
64-19-7,1.371,0.451,0.549,0.022,0.142,0.671,0.165,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,1.741,0.0,3.0
100-41-4,1.387,0.762,0.238,0.005,0.047,0.679,0.268,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.518,0.0,3.0
106-42-3,1.379,0.826,0.174,0.003,0.035,0.727,0.235,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.521,0.0,3.0
17636-10-1,1.171,0.608,0.392,0.009,0.114,0.673,0.204,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.377,0.0,3.0
118-75-2,0.552,0.356,0.644,0.048,0.259,0.594,0.099,Toxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.211,0.0,3.0
603-50-9,0.91,0.803,0.197,0.007,0.059,0.622,0.313,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.075,0.0,3.0
32388-55-9,1.301,0.928,0.072,0.004,0.014,0.257,0.725,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.262,0.0,3.0
114-07-8,0.384,0.873,0.127,0.006,0.014,0.897,0.082,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,0.797,0.0,3.0
79-01-6,0.385,0.045,0.955,0.04,0.543,0.407,0.01,Toxic,EPA 2,OutZone,OutZone,OutZone,Hierarchical Models,1.573,0.0,3.0
868-77-9,1.532,0.88,0.12,0.013,0.017,0.252,0.719,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.589,0.0,4.0
112-49-2,1.385,0.916,0.084,0.013,0.014,0.65,0.323,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.481,0.0,4.0
77-93-0,1.456,0.933,0.067,0.004,0.012,0.35,0.634,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.329,0.0,4.0
25339-17-7,1.325,0.905,0.095,0.013,0.012,0.683,0.293,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Hierarchical Models,1.607,0.0,4.0
23564-05-8,0.447,0.744,0.256,0.038,0.095,0.326,0.541,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.288,0.0,4.0
20592-85-2,1.664,0.945,0.055,0.01,0.005,0.246,0.739,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.377,0.0,4.0
498-66-8,1.228,0.533,0.467,0.01,0.164,0.629,0.196,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Hierarchical Models,2.007,0.0,4.0
111-11-5,1.678,0.956,0.044,0.01,0.013,0.29,0.687,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.804,0.0,4.0
41098-56-0,1.008,0.965,0.035,0.003,0.005,0.119,0.873,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,0.984,0.0,4.0
121-57-3,1.587,0.953,0.047,0.011,0.015,0.171,0.803,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.851,0.0,4.0
115-95-7,1.54,0.966,0.034,0.008,0.003,0.067,0.922,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.851,0.0,4.0
109-43-3,1.682,0.955,0.045,0.01,0.006,0.197,0.787,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.675,0.0,4.0
107-88-0,1.815,0.913,0.087,0.003,0.017,0.214,0.766,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,2.315,0.0,4.0
112-80-1,1.431,0.966,0.034,0.003,0.006,0.232,0.759,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Hierarchical Models,1.947,0.0,4.0
